reference_type,source_file,tool_name,tool_slug,issue,recommended_action
proof source,data/x-proof-sources-v2-all.json,Audio Transcriber AI,audio-transcriber-ai,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Babelbeez,babelbeez,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,BetterSpace,betterspace,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,BeyondComments,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,BookCoversLab,bookcoverslab,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Clay,clay,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,CloudContact AI,cloudcontact-ai,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,ColorJibe,colorjibe,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Coursebox,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,DigitalGenius,digitalgenius,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Elevoi,elevoi,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Epochal,epochal,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,EzSolve,ezsolve,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,FliesReplies,fliesreplies,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,GeekLink,geeklink,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,GeoInfer,geoinfer,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,GlobalPayEX,globalpayex,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,GroundScholar,groundscholar,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,HomeRestyle AI,homerestyle-ai,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,ImagineGo,imaginego,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Kairval,kairval,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,LobbyStack,lobbystack,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,LyricMV,lyricmv,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,MakeForm,makeform,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,ModelAtlas,modelatlas,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,MyCustodyCoach,mycustodycoach,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,NestTrack,nesttrack,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Notis,notis,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,PatentFig AI,patentfig-ai,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Pfpmaker,pfpmaker,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Photo AI,photo-ai,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,PNGMaker,pngmaker,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Raplyrics,raplyrics,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Resumedit,resumedit,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Riskified,riskified,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Skillroads,skillroads,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Solyo,solyo,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Tome,tome,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,UGO,ugo,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Unframe AI,unframe-ai,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Verdent,verdent,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,VibeBot,vibebot,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/x-proof-sources-v2-all.json,Vismint,vismint,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
